score,sentence1_tr,sentence2_tr
2.0,karda koşan iki büyük kahverengi köpek.,Çimlerin arasından koşan kahverengi bir köpek.
1.2,Genç bir çocuk kolları uzatılmış bir havuza atlar.,Bir köpek arka bahçedeki havuza atlar.
4.0,Bir kız sarı bir balon hayvan tutar.,Bir çocuk sarı bir balon tutar.
0.17,İki köpek bitki örtüsü alanında bir oyuncak paylaşır.,İki snowboardcu kar üzerinde havada.
0.0,Beyaz saçlı sarı saçlı bir bayan kameraya poz veriyor.,Siyah ve beyaz bir köpek ağzı açık koşar.
0.2,Bir köpek topu kovalaarak tarlada koşar.,Bir çocuk çimlerin arasında koşuyor.
3.8,Heykelin önünde iki kız oturuyor.,İki sarışın kız bir heykelin yanında oturuyor
4.0,Turuncu bir kız mum yakarak.,Turuncu gömlekli bir kız mum yakıyor.
1.6,Beyaz bir köpek sarı çiçek tarlasında koşar.,Kırmızı yakalı bir köpek kışın ortasında bir ormanda koşar.
2.2,"Bir karyolanın üzerinde oturan bir bebek, büyük bir çocuğun yüzüne dokunmak için uzanıyor.",Hasta görünen bir çocuğun yüzüne küçük bir çocuk dokunuyor.
5.0,Sudan titreyen bir köpek.,Su sallayan bir köpek.
0.5,Kaldırımda koşan genç çocuklar.,Okyanusun kenarında koşan siyah bir köpek.
3.67,Küçük bir çocuk turuncu bir kaydırak aşağı kayar.,Kot tulumlı küçük bir çocuk turuncu bir kaydırak aşağı kayar.
1.6,bazı kırmızı ve beyaz kutuplardan geçen siyah beyaz bir köpek,Oturma odasında arka ayaklar üzerinde duran siyah beyaz köpek.
4.4,"Üç şahıs ""kayak yok"" tabelasının arkasında kayak üzerinde poz veriyor.",Kayaklı üç kişi kayaksız tabelanın arkasında duruyor.
4.6,Beyaz takım elbiseli bir adam elinde gazeteyle sokakta yürüyor.,Beyaz takım elbiseli bir adam elinde gazeteyle dışarı çıkar.
5.0,Mavi yakalı siyah bir köpek karda koşuyor.,Mavi yakalı siyah bir köpek karda koşuyor.
0.8,Bir köpek kameraya doğru koşuyor.,Çimlerin üzerinde koşan kahverengi ve beyaz bir köpek.
2.4,Salıncakta sallanan bir çocuk.,Kız salıncakta.
4.4,Bir grup genç göl suyunda yüzüyor,Birçok çocuk suda oynuyor ve yüzüyor.
0.0,Mavi ve beyaz bir futbol takımı karşı karşıya oynuyor.,Yüzü boyalı üstsüz bir kadın çamurla kaplı.
3.8,Yeşil frizbi yakalamak üzere olan kahverengi bir köpek.,"Kahverengi bir köpek, frizbiyi yakalamadan önce aşağı inmesini bekler."
2.2,Siyah beyaz bir köpek büyük yeşil bir gölde yüzüyor.,Siyah bir köpek sığ suya hızlı koşar.
2.2,İki büyük siyah köpek çimenlik bir alanda oynuyor.,İki beyaz köpek birlikte koşuyor.
2.8,Kahverengi ve siyah köpek karda koşar.,Siyah bir köpek hızla yerde koşuyor.
3.8,Sırt çantasındaki adam soluna bakıyor.,Sırt çantası giyen yetişkin bir erkek yürür ve sola bakar.
0.0,Mavi gömlekli yaşlı bir adam tuval sanatının bir parçasını elinde tutuyor.,Siyah bir adam büyük bir şehirde bir binanın yanında yürüyor.
0.4,Suda kumla oynayan iki sıska genç çocuk.,İki köpek su silkeliyor.
3.8,Küçük bir köpek bir engel parkurundan geçer.,Bir engelin üzerinden atlayan küçük bir köpek.
3.2,Ormanda koşan kahverengi bir köpek.,Kahverengi bir köpek çimlerin arasından geçer.
3.4,Bir grup insan pencerenin yanında durup bir şeyler izliyor.,Bir grup insan ayağa kalkıp bir şey görmek için bekliyor.
4.4,Çeviklik yarışmasında bir köpek bariyerin üzerinden atlıyor.,Engel parkuru çitin üzerinden atlayan bir köpek.
3.2,Buz patenleriyle yarışan üç kişi.,Köşede üç buz patencisi var.
4.8,İki kadın yarışmacı köpek gösterisinde köpeklerini gezdiriyor.,İki kadın köpek gösterisinde köpek gezdirip orada yürürler.
0.0,Mavnanın kenarında iki adam.,Bir adam uzun saçlı ve sakallı çimlere uzanıyor.
4.8,Çimlerin üzerinde koşan kahverengi bir köpek.,Kahverengi bir köpek çimlerin arasından geçer.
0.4,Bir insan ormanın yanındaki patikada bisiklete biniyor.,Sarı gömlekli küçük bir çocuk kollarını yanlara tutuyor.
3.6,Siyah elbiseli bir kadın gümüş bir kamyonun önünde gülümsüyor.,Siyah bir üst giyen bir kız arka planda gümüş bir kamyonla gülümsüyor.
0.6,Sahilde bir köpeğin balonun yanında olması.,Bir adam basketbol sahasına gidiyor.
2.6,Kahverengi çimleri bir köpek geçiyor.,Çimlere bağlı iki köpek.
3.2,parkta iki genç çocukla oynayan bir kadın,Bir kadın ve üç çocuk parkta oynuyor.
2.4,Ağzında bir çubukla suyu oluşturan bir köpek ortaya çıkar.,Bir köpek ağzında bir sopayla kameraya doğru koşar.
0.8,Karda oynayan üç köpek.,Çocuk kumda oynuyor.
4.2,Bir köpek ağzında tasma taşır.,Kabarık bir köpek ağzında siyah bir tasma taşır.
0.0,Kot pantolonlu bir adam topla oynarken kot pantolonlu bir kadın yakınlarda durup uzağa bakıyor.,Bir adam sokaktaki başka bir adamın koluna kırmızı bir kol bandı bağlıyor.
4.0,Bir kayakçı kara düşüyor.,Bir kayakçı önce karda yüzü düşüyor.
2.2,Ağzında kırmızı oyuncak olan bir köpek.,Kahverengi bir köpek ağzında bir sopa taşıyor.
4.8,İki hokey oyuncusu buzda kavga ediyor.,buzda bonanın içinde iki hokey oyuncusu.
1.6,İki terrier evlerinin ahşap zemininde oynar.,İki köpek yavrusu bir tarlada kırmızı bir çiğneme oyuncağıyla oynar.
4.2,Tarlada koşan iki köpek.,İki köpek tarlada oynar.
0.4,Gri takım elbiseli bir adam bisikleti kilitliyor.,Şehir caddesinde duran bir adam ve bir kadın.
4.6,Siyah deri ceketli bir adam metro vagonunda uyuyor.,Siyah deri ceketli bir adam toplu taşıma araçlarında uyuyakalır.
4.8,Bir engelin üzerinden atlayan bir köpek.,Bir köpek engelin üzerinden atlar.
0.0,İki adam elektronik equpitment kuruyor.,İki köpek karda yerde güreşiyor.
0.0,Siyah bir köpek ağzında sopayla çimlerin üzerinde yürüyor.,"Bir çocuk, içinde yılan olan bir ağı yere yakın tutar."
2.2,Bir kız kuru bir tarlada köpeklerle koşar.,Çimenlik bir sahada oynayan gri bir köpek ve bronz bir köpek.
4.0,Karda oynayan iki köpek.,Karda iki siyah köpek.
4.0,Bir köpek rıhtımdan suya atlar.,Siyah köpek rıhtımdan suya atlar.
2.0,sokakta yürüyen bir grup yaşlı adam,Sokakta yürüyen bir çift.
2.2,Mavi bir çitin yanında karda duran üç köpek.,Üç köpek kayalık bir kıyının yanındaki sığlıklarda oynar.
4.8,Siyah beyaz bir köpek tarlada koşuyor.,Siyah ve beyaz bir köpek çimlerde koşuyor.
0.4,Siyahlı bir çocuk kollarını sallarken diğer insanlar bir tarlada arkasında.,Siyah gömlekli bir adam şehirdeki bir bankın önünden geçiyor.
2.0,Yaşlı bir kadın şehir caddesi boyunca bisiklete biner.,Karşıdan karşıya geçerken yokuş yukarı yürüyen yaşlı bir kadın.
0.4,Genç bir çocuk sarı bir topu yumruklıyor.,Küçük bir köpek sarı bir kirişin üzerinden atlar.
1.4,Bir grup genç balerin bir dans stüdyosunda.,Bikinili bir grup genç bayan.
0.0,Beyaz elbiseli gömlekli genç bir çocuk çimenli bir düzlükte oynuyor.,Bir kadın kuaförde saçlarını yaptırıyor.
0.4,Bir adam ve bir köpek savaş römorkörü oynuyor.,Bir adam renkli bir duvarda dans eder.
4.6,Islak bir çocuk havuzda havlu altında titrer.,Islak bir çocuk havuzun önündeki havluda titriyor.
5.0,Beyaz bir köpek sahilde koşuyor.,Beyaz köpek sahilde koşuyor.
3.4,Kumsalda koşan altı köpek.,Sahilde yürüyen altı köpek.
3.2,Bir adam sudaki sapı tutar.,Bir adam havadaki tutamaklara tutunuyor.
3.0,Karda yürüyen beyaz bir köpek.,Karda yürüyen siyah ve bronz bir köpek.
3.2,Beyaz ve kahverengi köpek çimlerin üzerinden geçiyor.,Üç köpek çimlerde koşuyor.
3.8,Bir çocuk şişme kaydıranaya iner.,Kırmızılı bir çocuk şişme bir yolculuktan aşağı kayıyor.
3.8,Su birikintisinde topla oynayan iki köpek.,İki köpek su birikintisinde durur ve birinde sarı tenis topu vardır.
1.4,Suda üç köpek oynuyor.,Üç köpek karda koşar.
1.2,Karda oynayan iki köpek.,İki çocuk bir köpekle oynuyor.
4.8,Bir kız sahilde arka viraj yapar.,Sahilde arka virajı alan bir kız.
2.2,İki köpek karda getirme oyunu oynuyor.,çimlerde iki köpek birlikte oynuyor.
3.6,küçük bir dalgaya binen iki sörfçü.,İki sörfçü dalgalarda numaralar yapar.
5.0,Gün batımında sahilde yürüyen iki kişi.,Gün batımında kıyıda yürüyen iki kişi.
4.0,çimlerde oynayan iki köpek yavrusu,İki köpek çimlerde güreşiyor.
4.8,Noel Baba'nın kucağında genç bir kız oturuyor.,Noel Baba'nın kucağında küçük bir kız oturuyor.
2.2,Siyah ve beyaz bir köpek ağzı açık koşar.,Siyah beyaz bir köpek mavi suda yüzüyor.
4.8,Sahilde havaya atlayan genç bir çocuk.,Sahilde havaya zıplayan bir çocuk.
5.0,Smokinli beş adam basamaklardan aşağı iniyor.,Smokinli beş adam bir dizi basamakta yürüyor.
0.0,Kırmızı şortlu ve beyaz gömlekli adam futbol toplarını tekmeliyor.,Siyah bir köpek elinde kırmızı bir lastik top tutan sörfte duruyor.
4.8,Kayalık bir deniz kıyısında bir adam ve köpek.,Suyun yanındaki kayaların üzerinde duran adam ve köpek
2.4,Kahverengi köpek suya sıçrarıyor.,Suya sıçrayan dört köpek
1.0,Sahildeki gülümseyen kadın yosunlara gömüldü.,"Kovboy şapkalı, tasmalı koyunlu bir kız."
3.8,Büyük kulaklı bir köpek ağzında küçük bir sopa tutuyor.,Büyük kulakları sopayı çiğneyen bir köpek yavrusu.
0.0,Büyük kahverengi köpek uzun çimlerin arasından atlıyor.,Mavi gömlek giyen kız bilim merkezinde koşuyor.
2.6,İki köpek karda kavga ediyor.,Karda oynayan iki köpek.
2.8,"Kahverengi bir köpek, kirli bir tenis topunun üzerinde kirli bir tenis topunun peşinde koşan bir köpek kuyruğunun ortasındadır.",İki beyaz köpek ve bir kahverengi köpek topu kovalıyor.
0.0,Gri bir tazı çimenli bir alanda aktiftir.,Bir grup bisiklet pistte yarışıyor.
0.0,İki kişi çamurda sepetli bir motosikletle yarışıyor.,Ağzında uzun bir sopa taşıyan köpek.
2.4,Adam kayalık bir dağın tepesinde oturuyor.,Bir insan kafasını dağın tepesindeki çadırdan dışarı çıkarır.
0.0,Teknede duran bir adam bambu sopayla başka bir tekneyi çekiyor.,siyah şapkalı bir adam tuğla duvarın önünde duruyor ve bir işaret
3.2,Bir adam beyaz gitarını çalar.,beyaz gitar çalan ve şarkı söyleyen bir adam
0.0,Bir insan dağlarda bir köpekle kayak yapıyor.,Kahverengi bir köpek suda bir topla oynuyor.
2.4,Suda oynayan iki gömleksiz genç.,Sahilde bir sürü insan suda oynuyor.
3.6,Sinekkuşunun yakın çekimi.,Uçan bir sinekkuşunun yakın çekimi.
0.8,Siyah elbiseli bir kadın sokakta yürüyor.,Bir kadın merdivenlerden atlayan bir köpeği izliyor.
2.33,Kameraya bakan bir adam ve bir kadın.,Bir adam ve bir kadın gülüyor.
3.6,kirli çamurlu çimlerin arasından koşan kahverengi bir köpek,Büyük kahverengi köpek dışarıda içinde koşuyor.
5.0,Üç köpek bisikletli bir adamı karda çekiyor.,Köpekler bir tür bisikletli adamı karda çekiyorlar.
0.0,Bebek arabasında oturan kırmızı şapkalı bir bebek elinde oyuncak bebek tutuyor.,Çiçek tarlasında oturan gri gömlekli bir adam.
4.8,"Üç çocuk açık havada samanla oynuyor, bazılarını kamera lenslerine fırlatıyor.","Üç küçük çocuk samanlıkta oynuyor, bazılarını kameraya fırlatıyor."
0.0,Bir dağcı pembe ipin yanındaki kaya yüzünde duruyor.,Çocuklar arka planda çitlerle karda koşuyorlar.
1.8,Turuncu yakalı siyah bir köpek oltayla dolanıktır.,Kırmızı yakalı siyah köpek suyu silkeler.
0.0,İki köpek çamurda oynuyor.,Kırmızı beyaz bir elbiseyle kameraya poz veren bir dansçı.
3.4,Altın bir köpek çimlerde koşuyor.,Büyük bej köpek çimlerin arasında koşuyor.
4.8,Çimlerin arasından bir köpek geçiyor.,Bir köpek çimlerin üzerinden koşar.
3.4,Kırmızı şortlı bir adam elinde sopayla nehir kenarında kayaların üzerinde yürüyor.,Bir adam etraflarında akan sularla kayaların üzerinde yürüyor.
0.0,Tekneye binen adam.,kaykayda hile yapan bir adam
4.8,Üç köpek yarış pistinde koşuyor.,Üç köpek yarış pistinde virajı döner.
0.8,"Siyah ve kahverengi bir köpek, bir binanın yakınındaki karda yürür.",Yaşlı bir adam eski bir tahtalı binanın önünde duruyor.
3.4,Bir köpek ördek yedikten sonra yüzme havuzuna atlıyor.,Yüzme havuzuna atlayan bir köpek.
3.2,Kış aylarında ormanda koşan bir köpek,Bir sürü dalda koşan bir köpek.
0.4,Kız büyük ekranda görüntülerle birlikte oynuyor.,Sırtlarını kameraya dayadan şemsiye tutan üç kız.
1.0,Birçok insan sokakta bir yarışta koşar.,Sokakta koşan bir köpek yavrusu.
1.0,Yüzme şortuyla bir adam kayalara karşı duruyor.,Gri gömlekli bir adam büyük bir kaya duvarına tırmanır.
2.0,Karda yürüyen iki beyaz köpek.,Karda havlayan siyah yakalı bronz bir köpek.
2.4,"Pembe gömlek giyen bir kadın, kolları ve bacakları yanlarına yayılmış şekilde havaya atlar.",Askı ve güneş gözlüğü takan bir adam kolları ve bacakları yana doğru yayılmış bir şekilde havaya sıçrar.
2.8,Çimlerin arasından bir köpek geçiyor.,İki köpek fırçanın içinden geçiyor.
2.8,Kumda koşan bir köpek,Suyun içinde koşan bir köpek.
0.0,Bir kadın küçük bir dalgaya binmeye çalışıyor.,Güneşte arka arkaya oturan bir kadın ve erkek.
0.6,Siyah ve beyaz köpek nehirde yüzüyor.,Sahilde siyah bir adam ve köpeği.
4.6,Okyanusa yakın pürüzlü kayaların üzerinde duran adam.,Okyanusa bakan kayaların üzerinde duran bir adam var.
4.4,Siyah ve mavi ıslak takım elbiseli bir kız sörf yapıyor.,Siyah ve mavi çizgili takım giyen bir kadın dalga üzerinde sörf yapıyor.
4.6,Kadın bir köpeği engel parkurundan geçiriyor.,Küçük köpeğini bir engel parkurundan geçen kadın.
2.4,Sahilde iki köpek var.,Sahilde bir köpek yürüyor.
1.0,Genç bir çocuk gri kiremitli bir alanda duruyor.,Genç bir çocuk spor salonunda karate yapıyor.
2.2,Köpek ağzında yiyecekle koşuyor.,Köpek ağzında sarı bir top ile koşuyor.
4.8,Sahilde koşan iki köpek.,sahilde koşan iki köpek
2.0,Havuzda yüzen siyah beyaz bir köpek,Ağzında bir şeyle koşan siyah beyaz bir köpek.
3.8,Bir köpeğin kafası kırmızı ve yeşil bir hediye çantasının içindedir.,"Bir evcil hayvan, bir hediye çantasının içeriğini eğlenceli bir şekilde araştırır."
5.0,Altın güneş maskesi takan sarı gömlekli bir adam.,Sarı gömlekli bir adam altın rengi güneş şeklinde bir maske takıyor.
0.4,Bir adam halat desteğiyle kaya suratlı bir yüz diyor.,Genç bir adam mor tahtayla kayakla atlıyor.
4.2,Elleri başının üzerinde olan bir çocuk.,Küçük bir çocuk elleri başının üstünde duruyor.
1.8,Turuncu yelek giyen bir adam mavi suda kano yapıyor.,Turuncu ceketli bir adam ellerini kumda gökyüzüne kaldırıyor.
1.2,Pazar yerinde duran siyah trençkotlu yaşlı bir adam.,Bebek kırmızı bir gömlek giyiyor ve bir plazada yürüyor.
4.8,Uçuruma tırmanan bir adam.,Bir adam uçuruma tırmanır.
0.6,İki kız pijama pantolonu giyiyor ve dans ediyor gibi görünüyor.,Beyzbol şapkalı iki kız dışarıda atıştırmalık yiyor.
3.4,Siyah bir oyuncakla oynayan beyaz ve kahverengi bir köpek.,Beyaz ve kahverengi bir köpek römorkör savaşı oynuyor.
3.0,Bir çocuk beyzbol oynar.,Bir adam beyzbol oynuyor.
0.0,Kırmızı gömlek giyen bir çocuk tüylü bir köpekle çimlerin üzerinde koşuyor.,Bir sporsever tribünlerde yüz boyası giyiyor.
0.0,Siyah bir köpek karda geri alır.,Sokakta zıplayan bir kaykaycı.
3.2,Gülümseyen bir adam ve fotoğraf için poz veren bir kız bebek.,Gülümseyen bir adam pembe ve kırmızı giyen küçük bir çocuk tutar.
3.2,Karda frizbi için zıplayan bir köpek.,Bir köpek karda zıplıyor.
3.4,"Pembe yakalı kahverengi ve beyaz bir köpek, karda mavi yakalı kahverengi bir köpeğe havlıyor.","Kırmızı yakalı köpek, mavi yakalı köpeğe dişlerini taşıyor."
4.2,İki kahverengi köpek birbirini ısırıyor.,İki kahverengi köpek kumda birbirini ısırıyor.
4.0,Bir kaykaycı alçak bir duvarın kenarında bir numara yapmaya çalışır.,Bir çocuk korkulukta kaykay numaraları yapar.
2.8,Genç bir kız suda ters takla atıyor.,mor giyen genç bir kız suda koşuyor
0.8,"Bir snowboardcu, bir basamak uçuşunun yanındaki korkulukta snowboard sürer.",Bir çocuk beton duvardan kaykay öğütüyor.
1.4,Şapkalı iki erkekli bir kadın dışarıda sosyalleşiyor.,Örgü şapkalı genç bir kadın Domino's Pizza'nın duvarının karşısında duruyor.
4.2,Bornozlı küçük bir çocuk metal bir sandalyede oturuyor.,Cüppeli bir çocuk sandalyede oturuyor.
2.2,Siyah bir köpek karda koşuyor.,Siyah bir pitbull köpeği toprağın içinde koşuyor.
3.4,bir grup genç ahşap bir zeminde dans ediyor.,Koyu renkli kıyafetler içinde bir grup insan ahşap bir zeminde çizgi dansı.
0.4,Genç bir çocuk bisiklete biniyor.,Mavi şişme bir oyuncak üzerinde yatan genç bir kız
1.8,Karda koşan siyah bir köpek.,Sahilde koşan siyah bir köpek.
1.0,Bir çitin yanında karda üç köpek.,İki köpek gölde su içer.
0.2,Bir kız iki siyah köpekle nehir kıyısında koşuyor.,Küçük bir çocuk yere yatan bir kaplanı okşar.
1.8,"Sahilde koşan genç bir kız bağırıyordu, arkasında yaşlı bir adam yürüyordu.",sahilde kıyı boyunca koşan küçük bir çocuk
0.0,Kahverengi ve beyaz bir köpek kaykaylı bir adamın yanında yürüyor.,Sarışın bir çocuk yeşil bir tarladaki bir ağacın dalının üzerine uzanıyor.
4.0,Dalga üzerinde sörf tahtasına binen adam.,Sörf tahtasında siyahlar içinde dalgaya binen siyah bir adam.
4.2,Kırmızı gömlekli adam dağın kenarına tırmanıyor.,Bir adam dağın kenarına tırmanıyor.
1.4,Siyah üniforma giyerken motosiklete binen bir adam.,Beyaz bir motosiklet yarış pistinin etrafından dolanıyor.
1.2,Nehirde yüzen siyah bir köpek.,karı eşeleten siyah bir köpek.
3.2,Bir erkek ve bir kadın gülümsüyor.,Bir adam ve bir kadın gülüyor.
4.8,Bir adam bir kayanın ya da dağın tepesinde durup güneşin batışını izliyor.,Dağlarda durup gün batımını izleyen bir adam.
1.4,İki küçük kız trambolinde oynuyor.,İki küçük çocuk oyun alanında oynuyor.
0.2,İki kız havaya zıplıyor.,İki köpek bir gölün yanındaki çimlerde birbirlerini çıplaklar.
4.8,Elinde siyah bir çanta olan kadın sigara içiyor.,Siyah çantalı bir kadın sigara içiyor.
4.2,Çimlerde bir köpek koşuyor.,Kahverengi bir köpek çimlerde koşuyor.
1.0,Uzun saçlı bir adam kameradan bakıyor.,Bir kadın video kameranın yanındaki duvara yassı duruyor.
4.0,Çimlerde koşan kahverengi köpek.,Köpek çimlerde koşuyor.
0.0,Şapka takan iki kişi oturup kameraya bakıyor.,Mavi gömlek giyen bir adam huysuz bir surat yapar.
3.2,arkalarına çiçekler ve insanlarla oynayan iki kız.,Etek giyen iki genç kız bahçede oynuyor.
